Date,Contract,Units,Volume,LowPrice,HighPrice,AvgPrice,LastPrice
10/5/2000,Rep,"1,340",429.308,0.3,0.35,0.32,0.31
10/6/2000,Dem,680,471.913,0.675,0.684,0.694,0.675
10/6/2000,Reform,135,0.17,0.001,0.002,0.001,0.002
10/6/2000,Rep,"2,186",684.032,0.32,0.34,0.313,0.338
10/7/2000,Dem,327,208.817,0.62,0.683,0.639,0.62
10/7/2000,Reform,205,0.244,0.001,0.002,0.001,0.001
10/7/2000,Rep,"1,360",477.047,0.338,0.379,0.351,0.379
10/8/2000,Dem,"1,786","1,069.36",0.551,0.672,0.599,0.606
10/8/2000,Reform,31,0.031,0.001,0.001,0.001,0.001
10/8/2000,Rep,"1,859",750.937,0.369,0.45,0.404,0.42
10/9/2000,Dem,"1,913","1,105.04",0.558,0.657,0.578,0.58
10/9/2000,Reform,56,0.056,0.001,0.002,0.001,0.001
10/9/2000,Rep,"1,407",607.679,0.369,0.44,0.432,0.44
10/10/2000,Dem,916,551.054,0.56,0.625,0.602,0.59
10/10/2000,Reform,500,0.5,0.001,0.002,0.001,0.001
10/10/2000,Rep,"1,324",565.866,0.377,0.448,0.427,0.417
10/11/2000,Dem,"1,386",810.125,0.551,0.61,0.585,0.552
10/11/2000,Reform,"1,252",1.645,0.001,0.002,0.001,0.001
10/11/2000,Rep,"3,624","1,529.99",0.411,0.45,0.422,0.449
10/12/2000,Dem,878,485.26,0.541,0.568,0.553,0.541
10/12/2000,Reform,330,0.39,0.001,0.002,0.001,0.001
10/12/2000,Rep,715,324.772,0.441,0.469,0.454,0.46
10/13/2000,Dem,377,205.19,0.535,0.555,0.544,0.535
10/13/2000,Reform,271,0.291,0.001,0.002,0.001,0.001
10/13/2000,Rep,419,193.169,0.45,0.467,0.461,0.461
10/14/2000,Dem,374,198.358,0.509,0.564,0.53,0.526
10/14/2000,Reform,311,0.312,0.001,0.002,0.001,0.001
10/14/2000,Rep,"1,516",725.876,0.462,0.48,0.479,0.48
10/15/2000,Dem,180,92.349,0.506,0.524,0.513,0.516
10/15/2000,Reform,30,0.035,0.001,0.002,0.001,0.002
10/15/2000,Rep,295,144.802,0.48,0.496,0.491,0.493
10/16/2000,Dem,"1,804",878.111,0.452,0.518,0.487,0.476
10/16/2000,Reform,666,0.668,0,0.002,0.001,0
10/16/2000,Rep,"3,764","1,967.34",0.486,0.575,0.523,0.529
10/17/2000,Dem,"3,380","1,696.37",0.473,0.559,0.502,0.516
10/17/2000,Reform,359,0.257,0,0.001,0.001,0
10/17/2000,Rep,"2,362","1,185.48",0.449,0.54,0.502,0.48
10/18/2000,Dem,"2,502","1,316.93",0.5,0.56,0.526,0.52
10/18/2000,Reform,36,0.036,0,0.001,0.001,0.001
10/18/2000,Rep,446,214.695,0.468,0.495,0.481,0.49
10/19/2000,Dem,"1,625",794.534,0.47,0.52,0.489,0.479
10/19/2000,Reform,7,0.004,0,0.001,0.001,0
10/19/2000,Rep,"1,753",895.818,0.485,0.525,0.511,0.524
10/20/2000,Dem,"1,752",814.281,0.425,0.49,0.465,0.435
10/20/2000,Reform,5,0.001,0,0.001,0,0
10/20/2000,Rep,588,321.046,0.519,0.57,0.546,0.565
10/21/2000,Dem,"1,866",752.168,0.301,0.464,0.403,0.4
10/21/2000,Reform,330,0.01,0,0.001,0,0
10/21/2000,Rep,"1,335",780.322,0.536,0.625,0.585,0.623
10/22/2000,Dem,"1,285",480.686,0.335,0.415,0.374,0.371
10/22/2000,Reform,0,0,0,0,,0
10/22/2000,Rep,"1,266",813.472,0.615,0.68,0.643,0.648
10/23/2000,Dem,"4,712","1,773.72",0.35,0.448,0.376,0.401
10/23/2000,Reform,673,0.141,0,0.001,0,0
10/23/2000,Rep,"3,661","2,344.40",0.58,0.699,0.64,0.617
10/24/2000,Dem,"4,207","1,765.63",0.399,0.464,0.42,0.445
10/24/2000,Reform,279,0.273,0,0.001,0.001,0
10/24/2000,Rep,"2,792","1,635.27",0.54,0.65,0.586,0.54
10/25/2000,Dem,"3,205","1,486.79",0.42,0.491,0.464,0.432
10/25/2000,Reform,"4,202",0.002,0,0.001,0,0
10/25/2000,Rep,"2,066","1,115.07",0.5,0.6,0.54,0.579
10/26/2000,Dem,873,371.322,0.4,0.444,0.425,0.418
10/26/2000,Reform,349,0.348,0,0.001,0.001,0
10/26/2000,Rep,566,326.389,0.555,0.599,0.577,0.582
10/27/2000,Dem,582,237.322,0.386,0.426,0.408,0.387
10/27/2000,Reform,76,0.001,0,0.001,0,0
10/27/2000,Rep,423,252.813,0.574,0.62,0.598,0.62
10/28/2000,Dem,"1,555",518.999,0.251,0.399,0.334,0.287
10/28/2000,Reform,897,0.03,0,0.001,0,0
10/28/2000,Rep,"1,329",878.009,0.619,0.747,0.661,0.681
10/29/2000,Dem,"1,074",356.022,0.277,0.355,0.331,0.354
10/29/2000,Reform,292,0.1,0,0.001,0,0
10/29/2000,Rep,925,623.109,0.646,0.689,0.674,0.67
10/30/2000,Dem,"2,352",838.334,0.315,0.375,0.356,0.375
10/30/2000,Reform,80,0.006,0,0.001,0,0
10/30/2000,Rep,"1,083",707.91,0.61,0.686,0.654,0.61
10/31/2000,Dem,"1,246",474.869,0.36,0.399,0.381,0.377
10/31/2000,Reform,1,0,0,0.001,0,0
10/31/2000,Rep,"1,772","1,089.26",0.59,0.635,0.615,0.61
